Storekey,Country,City,Total_Sales
6,Australia,MARCHAGEE,2395.799964904785
22,Germany,Ellerau,2395.110008239746
43,United States,New Orleans,2391.3600463867188
44,United States,Bloomfield Township,2391.1999797821045
22,Germany,Jerrishoe,2389.4600381851196
59,United States,Estacada,2388.339970111847
57,United States,Maitland,2388.0500140190125
63,United States,Sacramento,2387.399948120117
28,Italy,Villa Ganzerla,2387.3700103759766
50,United States,Bridgeville,2387.1099548339844
50,United States,Southfield,2386.060028076172
49,United States,Brookfield,2385.7499961853027
55,United States,Laurel,2384.869981765747
51,United States,Piscataway,2384.6000213623047
37,United Kingdom,HALFPENNY GREEN,2383.0899353027344
0,United States,Palmdale,2381.6199893951416
51,United States,Framingham,2381.5899353027344
57,United States,Baltimore,2379.0000019073486
50,United States,Xenia,2378.9600076675415
66,United States,Madisonville,2378.4099731445312
44,United States,Concord,2378.150037765503
54,United States,Lansing,2377.8100204467773
51,United States,Arlington,2377.599974632263
56,United States,Plant City,2377.229928970337
49,United States,Quincy,2376.7400493621826
0,United States,Woodford,2376.3999977111816
0,United States,Ocala,2376.2799949645996
48,United States,Austin,2375.330008983612
0,United States,Fort Collins,2374.5999631881714
40,United Kingdom,BRIDGE OF DEE,2374.300033569336
59,United States,Xenia,2374.2699489593506
47,United States,Baton Rouge,2373.1999530792236
5,Australia,SPOTSWOOD,2372.6600646972656
55,United States,White Plains,2372.649959564209
61,United States,Baltimore,2372.579984664917
62,United States,Tremont,2371.8200073242188
10,Canada,Trois Rivieres,2371.609987258911
43,United States,Longview,2371.3499450683594
48,United States,Linneus,2371.1199951171875
51,United States,Sherman Mills,2371.060007095337
51,United States,York,2370.769973754883
21,Germany,Bad Füssing,2370.709987640381
10,Canada,Kensington,2370.6400060653687
63,United States,Indianapolis,2370.0100173950195
66,United States,Queens,2367.8699712753296
37,United Kingdom,NETHERHAMPTON,2366.6899905204773
48,United States,Roosevelt,2366.28999710083
56,United States,Acton,2366.20999956131
0,United States,Deerfield,2365.510000228882
54,United States,Alexandria,2364.9500160217285
66,United States,Hickory Hills,2364.1600313186646
10,Canada,Strathroy,2363.6900177001953
5,Australia,COONGULLA,2362.9999527931213
22,Germany,Kiel,2362.2200469970703
33,Netherlands,Nijverdal,2361.2899856567383
0,United States,Coleridge,2359.8600273132324
41,United Kingdom,SUTTON,2359.080047607422
51,United States,Fayetteville,2359.02001953125
43,United States,San Francisco,2358.0599460601807
43,United States,Wooster,2357.7899589538574
44,United States,Dorchester,2357.050037384033
30,Italy,Cocomaro Di Cona,2356.6800384521484
43,United States,Denver,2356.6000900268555
42,United Kingdom,KINKNOCKIE,2356.2500224113464
49,United States,Mobile,2356.229965209961
38,United Kingdom,KINLET,2354.6699810028076
51,United States,Morehead,2353.9999389648438
56,United States,Candia,2353.8100719451904
27,Germany,Schefflenz,2352.549961090088
27,Germany,Lutherstadt Wittenberg,2352.5400371551514
0,United Kingdom,HILLWELL,2352.500015258789
0,Australia,MOUNT OUSLEY,2351.140079498291
8,Canada,Etobicoke,2350.8900604248047
27,Germany,Coburg,2350.230049133301
59,United States,Eagan,2349.329981803894
40,United Kingdom,THOMSHILL,2349.0999755859375
64,United States,Glen Burnie,2348.990036010742
55,United States,Fort Atkinson,2348.7800064086914
5,Australia,WYNDHAM VALE,2347.830005645752
22,Germany,Berglicht,2347.3400115966797
10,Canada,Burnaby,2347.029972076416
64,United States,Fitchburg,2346.959987640381
51,United States,Washburn,2346.9299602508545
36,United Kingdom,THORNTON-LE-MOORS,2346.8000259399414
51,United States,Washington,2345.959991455078
45,United States,Minneapolis,2345.7600021362305
55,United States,Denver,2344.659994125366
43,United States,Daytona Beach,2344.3799905776978
0,Italy,Chia,2344.239996910095
61,United States,Woburn,2343.540054321289
50,United States,Toms River,2342.949996948242
64,United States,Elizabethtown,2342.3799600601196
38,United Kingdom,DARVEL,2342.3699493408203
9,Canada,Rolphton,2342.1899909973145
19,Germany,Bayreuth,2341.7899169921875
34,Netherlands,Nieuwegein,2341.649948120117
20,Germany,Peine,2341.6299743652344
63,United States,Kansas City,2341.590030670166
36,United Kingdom,CALLOW END,2341.430076599121
9,Canada,Val Brillant,2341.199920654297
15,France,MONTAUBAN,2340.090003967285
0,United Kingdom,TWYFORD,2339.889994621277
0,United States,Kilgore,2339.5999794006348
64,United States,Millington,2339.2900309562683
49,United States,El Paso,2338.970027923584
54,United States,Belleville,2338.7699584960938
56,United States,Pocono Lake,2336.139923095703
39,United Kingdom,QUADRING,2335.560012817383
0,United Kingdom,KINLET,2335.330032348633
66,United States,Pueblo,2333.8300800323486
44,United States,Memphis,2333.8000564575195
42,United Kingdom,NEWTON ST FAITH,2332.4400141239166
51,United States,Troy,2330.9900991916656
0,United States,Eau Claire,2330.3800435066223
47,United States,East Lansing,2329.900058746338
44,United States,Nicholasville,2329.500015258789
62,United States,Golden Valley,2328.9600372314453
55,United States,River Edge,2328.719970703125
22,Germany,Bielefeld Eckardtsheim,2328.340009689331
0,France,TREMBLAY-EN-FRANCE,2326.5
31,Netherlands,Rotterdam,2325.9100275039673
38,United Kingdom,TERRINGTON,2325.669948577881
36,United Kingdom,THE GREEN,2325.640007019043
0,Italy,Piraino,2325.609968185425
26,Germany,Bayreuth,2325.029972076416
37,United Kingdom,Kenton,2324.0899744033813
63,United States,Matthews,2323.9800338745117
55,United States,Fries,2323.839988708496
49,United States,La Harpe,2323.4599895477295
0,United States,Waimea,2322.7599811553955
53,United States,Columbus,2322.719985961914
23,Germany,Bruck,2321.450019836426
43,United States,Norwood,2320.750005722046
34,Netherlands,Monnickendam,2319.2400512695312
65,United States,Cutler,2318.759994506836
0,United States,Fort Myers,2318.5099449157715
36,United Kingdom,PENGOVER GREEN,2318.449998855591
32,Netherlands,Bussum,2317.270050048828
27,Germany,Bernburg,2316.010021686554
29,Italy,Bellombra,2314.979965209961
49,United States,Garden City,2314.6599731445312
41,United Kingdom,BEELEY,2314.5999507904053
65,United States,Gap,2314.219970703125
55,United States,Sparks,2314.1299724578857
44,United States,Porter,2313.779998779297
45,United States,Worcester,2313.5600204467773
5,Australia,DHURRINGILE,2312.270000934601
29,Italy,Ponte Di Legno,2312.219970703125
43,United States,Union,2311.3999881744385
56,United States,Des Moines,2311.3800354003906
21,Germany,Ehlenz,2311.3500022888184
54,United States,Shaker Heights,2311.230026245117
63,United States,Sylvania,2310.1899333000183
27,Germany,Mönchengladbach Waldhausen,2310.1200103759766
27,Germany,Staßfurt,2309.709987640381
29,Italy,Meana Sardo,2309.3199615478516
0,United States,Hampton,2307.959997653961
45,United States,Truxton,2307.790018081665
53,United States,Charlotte,2307.6200375556946
30,Italy,Ferruzzano,2306.890033721924
61,United States,Barron,2304.419948577881
0,Netherlands,Bergeijk,2303.360107421875
66,United States,Newnan,2302.8299293518066
23,Germany,Unterföhring,2302.090042114258
47,United States,Collinsville,2301.8900117874146
0,Canada,Liverpool,2301.279987335205
39,United Kingdom,BEYTON GREEN,2300.0000038146973
8,Canada,St Jerome,2299.809970855713
26,Germany,Roßwein,2298.9300231933594
0,Italy,Briga Alta,2298.849956512451
59,United States,Baker City,2298.509952545166
0,United States,Alexandria,2297.8099670410156
40,United Kingdom,FANANS,2297.6099967956543
51,United States,Utica,2297.06005859375
64,United States,Phoenix,2296.729959487915
61,United States,Westerville,2296.489986896515
50,United States,Lancaster,2296.0999851226807
64,United States,Sylmar,2295.739972114563
48,United States,Anaheim,2294.7499651908875
50,United States,Belleville,2294.3299617767334
29,Italy,Fisciano,2294.1299266815186
9,Canada,Fort Mcmurray,2292.8299980163574
9,Canada,Stayner,2292.7500274181366
49,United States,Whiting,2292.420008659363
37,United Kingdom,FULLETBY,2291.9999771118164
56,United States,Loveland,2291.8299102783203
39,United Kingdom,CREED,2290.2299365997314
66,United States,Mansfield,2289.7200717926025
6,Australia,Long Beach,2289.2599334716797
53,United States,Clifton,2287.7600145339966
42,United Kingdom,TOAB,2286.6499156951904
33,Netherlands,Ommen,2285.6199655532837
49,United States,Thomaston,2285.5800018310547
0,United States,Cedar Rapids,2284.229990005493
54,United States,Saint Louis,2283.899995803833
24,Germany,Dresden,2283.069959640503
50,United States,Mansfield,2282.9200687408447
64,United States,Queens,2282.680051803589
0,Germany,Dortmund,2282.5899353027344
31,Netherlands,Apeldoorn,2282.5599403381348
36,United Kingdom,THURSTONFIELD,2281.5800342559814
42,United Kingdom,COUNDON,2281.2399406433105
0,Australia,LOCKSLEY,2281.1400146484375
18,France,Abbeville,2281.1400146484375
0,United Kingdom,NEWBY BRIDGE,2281.1400146484375
57,United States,Bedford,2279.669973373413
65,United States,Arlington,2278.0000534057617
66,United States,Troy,2276.8500022888184
34,Netherlands,Eindhoven,2275.970085144043
49,United States,Arlington,2274.4199409484863
53,United States,Norfolk,2273.4200439453125
21,Germany,Halsenbach,2272.709945678711
29,Italy,Sabaudia,2272.60001373291
62,United States,Winner,2272.519962310791
45,United States,Louisville,2272.1600646972656
56,United States,Uniondale,2271.940116882324
53,United States,Menasha,2271.390007019043
32,Netherlands,Doornenburg,2271.1800689697266
40,United Kingdom,LARG,2271.0599842071533
39,United Kingdom,ALTHORPE,2268.9699840545654
0,United States,Uniondale,2268.8400073051453
10,Canada,Arviat,2267.6999740600586
43,United States,Lilburn,2266.719985961914
43,United States,Green Bay,2266.379985809326
64,United States,Boston,2264.9300537109375
4,Australia,KINDRED,2264.1899948120117
51,United States,Virginia Beach,2263.6599349975586
45,United States,Bridgeville,2262.2099199295044
37,United Kingdom,DENNYLOANHEAD,2262.1599955558777
37,United Kingdom,CWMSYMLOG,2261.8500442504883
51,United States,Boston,2260.1599407196045
49,United States,Mcallen,2260.089984893799
12,France,Paris,2259.729995727539
62,United States,Bridgewater,2259.2000122070312
0,United States,College Park,2258.9800548553467
0,United States,Beltsville,2258.7799854278564
51,United States,Falmouth,2258.449998855591
61,United States,Dallas,2258.4099502563477
49,United States,Fort Myers,2258.1699872016907
31,Netherlands,Eindhoven,2258.0900259017944
43,United States,Spider Lake,2257.3599395751953
30,Italy,Bagno Di Gavorrano,2257.3000144958496
29,Italy,Buonabitacolo,2257.2599449157715
59,United States,Boulder,2256.4899368286133
0,United Kingdom,STAPLE CROSS,2255.8100147247314
54,United States,Newark,2255.439971923828
0,Australia,Belmont,2255.130078315735
9,Canada,Kaslo,2254.020004272461
45,United States,Nowata,2253.2300415039062
49,United States,Decatur,2252.429988861084
33,Netherlands,Rheden,2251.280071735382
0,Australia,KINGSTON,2251.020065307617
8,Canada,Abbotsford,2250.0800170898438
56,United States,Natick,2250.0800170898438
50,United States,Garfield Heights,2250.0499877929688
56,United States,Rancho Cucamonga,2249.950029373169
45,United States,Derby,2249.179980278015
10,Canada,Elk Lake,2248.9999771118164
43,United States,Marion Township,2248.4599277973175
0,United States,Merrillville,2248.080047607422
42,United Kingdom,LITTLE BERKHAMSTED,2247.3499145507812
55,United States,Columbia,2247.3499145507812
64,United States,Asheville,2247.3499145507812
47,United States,Mililani,2246.979956626892
0,France,ANNEMASSE,2246.910068511963
53,United States,South Burlington,2246.8299236297607
0,United Kingdom,KINTRADWELL,2246.230010986328
0,United States,Bloomfield,2245.709991455078
0,United Kingdom,CARNOCK,2245.3099975585938
0,United Kingdom,CROSS LANE HEAD,2244.5200276374817
0,Italy,Borsea,2243.9300355911255
5,Australia,WILLIAMSTOWN,2243.4399933815002
9,Canada,North Pender Island,2243.120045185089
9,Canada,Gibsons,2242.4999446868896
64,United States,Pittsburgh,2241.1599922180176
0,Germany,Bonn,2241.019941329956
6,Australia,HASTINGS POINT,2240.9999940395355
39,United Kingdom,BRIG O'TURK,2240.6899948120117
42,United Kingdom,POTTERTON,2239.7899169921875
48,United States,Milton,2239.5499420166016
53,United States,Warner Robins,2239.489959716797
63,United States,Brooklyn,2239.330020904541
42,United Kingdom,SHIELHILL,2238.019989013672
59,United States,Burbank,2237.13996553421
44,United States,Clarksville,2236.5299940109253
0,United Kingdom,EDDLEWOOD,2235.790026664734
64,United States,Yakima,2235.2799758911133
4,Australia,LONG FLAT,2234.4500217437744
51,United States,Kennewick,2233.52996635437
0,United States,Port Orange,2233.4700088500977
47,United States,Santa Ana,2233.3500442504883
65,United States,Elberton,2232.880042552948
38,United Kingdom,Hope,2232.659942626953
57,United States,Fresno,2232.1699528694153
15,France,SAINT-MICHEL-SUR-ORGE,2231.500030517578
53,United States,Milwaukee,2231.0199856758118
30,Italy,Praso,2229.850019454956
50,United States,Diamond Bar,2228.849983215332
8,Canada,Halifax,2228.499931335449
23,Germany,Lahn,2227.5200023651123
23,Germany,Belg,2227.2999267578125
9,Canada,Winnipeg,2226.689974784851
63,United States,Fruitland,2225.449972629547
10,Canada,Hamilton,2225.39999294281
29,Italy,Roccapelago,2225.080015182495
63,United States,Peoria,2224.01003742218
37,United Kingdom,BAWDRIP,2224.000030517578
38,United Kingdom,DALGIG,2223.719970703125
48,United States,Tempe,2222.6900029182434
64,United States,Hattiesburg,2222.230037689209
66,United States,Tempe,2222.0899200439453
43,United States,Harlingen,2221.489989757538
59,United States,Toledo,2219.749942779541
43,United States,Albany,2218.5200157165527
9,Canada,Baie Ste Catherine,2217.260000228882
31,Netherlands,Bussum,2216.850051879883
20,Germany,Penzberg,2215.7099609375
36,United Kingdom,LLANFAIR,2215.4599685668945
19,Germany,Norderstedt,2215.089994430542
50,United States,Huntsville,2213.8999218940735
33,Netherlands,Millingen aan de Rijn,2213.6399307250977
30,Italy,Passalacqua,2212.039936065674
59,United States,Angola,2211.1199703216553
19,Germany,Düsseldorf Niederkassel,2210.8899388313293
45,United States,Milwaukee,2210.8599948883057
0,United States,King Salmon,2209.7900652885437
51,United States,Newark,2209.0999450683594
27,Germany,Aurich,2209.0200386047363
36,United Kingdom,HILLIARD'S CROSS,2208.5600814819336
45,United States,Lyerly,2207.3799448013306
66,United States,Shelby,2207.0200424194336
10,Canada,Sault Ste Marie,2205.949998855591
59,United States,Bloomsburg,2205.880081176758
0,United States,Fullerton,2204.4299926757812
0,Australia,ALVIE,2204.170009613037
43,United States,Burlington Junction,2203.679931640625
0,United States,Elmhurst,2202.1200489997864
38,United Kingdom,GELLILYDAN,2201.920021057129
0,Germany,Kümmersbruck,2201.8499455451965
45,United States,Gardena,2200.54998922348
48,United States,Jackson,2199.8900198936462
50,United States,Scott City,2199.7500076293945
64,United States,Bakersfield,2198.9400358200073
62,United States,Southfield,2198.4899864196777
13,France,Paris,2197.819943189621
